study_id,publication_year,title,venue,ccf_2026,languages,tasks,task_subcategories,study_types,models,strategies,strategy_parents,integrated_techniques,generation_metrics,benchmarks,training_datasets,tool_names,source_links,artifact_links,code_availability_group,code_audit_date
U127,2026,Testora: Using Natural Language Intent to Detect Behavioral Regressions,ICSE,A,Python,Test Generation,,Approach,GPT-4o-mini;GPT-4o;DeepSeek-R1,Zero-shot;CoT,Prompting Engineering,Program Analysis;Differential Testing;Information Retrieval,Real-bug Detection;Test Count;Diff-touching Test Rate;Execution Rate;Token Usage;Cost;Time;Test Execution Count,"Custom PR collection from 4 repositories: keras, marshmallow, pandas, scipy
RQ3: 164 manually labeled PR and test-behavior differences (139 intended / 25 unintended)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2503.18597,https://github.com/michaelpradel/Testora,Verified implementation or experimental code,2026-09-22
U128,2026,Automated Knowledge-Aware Test Reuse,FSE,A,Python,Test Migration,,Approach,DeepSeek-R1,CoT,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Knowledge Graph;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),Self-collected scientific-computing and ML library tests,Not applicable: no task-specific training reported,KATRER,https://dl.acm.org/doi/epdf/10.1145/3808146,https://github.com/Davidoxn/KATRER,Verified implementation or experimental code,2026-09-22
U129,2026,Generalizing Test Cases for Comprehensive Test Scenario Coverage,FSE,A,Java,Test Augmentation,,Approach;Benchmark,o4-mini;DeepSeek-V3.1,Zero-shot;Few-shot;CoT,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),"Custom dataset of 12 Java projects: itext-java,hutool,yavi,lambda,jInstagram,truth,cron-utils,imglib,ofdrw,RocketMQC,blade,spark; 506 focal methods and 1637 existing tests (scenarios)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2604.21771,https://github.com/code-philia/TestGeneralizer,Verified implementation or experimental code,2026-09-22
U130,2026,IntentTester: Intent-Driven Multi-Agent Framework for Cross-Library Test Migration,FSE,A,Java;Python,Test Migration,,Approach,Llama 3.3,CoT,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Knowledge Graph,Not applicable (task does not include Test Generation),"9 public libraries: JSON: Gson (Java), NanoJSON (Java), SimpleJSON (Python); HTML: Jsoup (Java), JFiveParse (Java), Domonic (Python); Time: Time4j (Java), ThreeTen (Java), Maya (Python)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2606.25588,https://github.com/testmigrator/intenttest,Verified implementation or experimental code,2026-09-22
U131,2026,TestTailor: Generating High-Coverage Tests via Path-Proximal Tests with LLMs,FSE,A,Python,Test Augmentation,,Approach,GPT-4o;DeepSeek-V3,Few-shot,Prompting Engineering,Program Analysis;Program Repair;Information Retrieval;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),CODAMOSA dataset,Not applicable: no task-specific training,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1145/3797140,,Verified implementation or experimental code,2026-09-22
U132,2026,iCoRe: An Iterative Correlation-Aware Retriever for Bug Reproduction Test Generation,FSE,A,Python,Bug Reproduction,,Approach,GPT-4o;DeepSeek-V3;Qwen3,CoT,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair,Not applicable (task does not include Test Generation),"SWT-bench Lite:276 issues/12open-source projects
TDD-bench Verified:449 issues/12open-source projects","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2604.19224v2,https://github.com/ZJU-CTAG/iCoRe,Verified implementation or experimental code,2026-09-22
U133,2026,MR-Coupler: Automated Metamorphic Test Generation via Functional Coupling Analysis,FSE,A,Java,Test Generation,,Approach,GPT-4o-mini;Qwen3-Coder-Flash;DeepSeek-V3.1,Other prompting,Prompting Engineering,Program Analysis;Information Retrieval;Metamorphic Testing;Mutation Testing;Execution/Coverage Feedback;Program Repair,Test Count;Executable Test Rate;Pass Rate;Correct Rate;False Alarm Rate (invalid/executable);Real-bug Detection;Rater Agreement;Metamorphic Consistency;Token Usage;Cost;Time;Applicability,"Author-built1471human-writtenMTCs/213Java projects mined Dec16 2024
50historicalMTC-bug pairs filtered from same pool
Additional100 post-GPT4omini-cutoff target methods","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2604.10126v2,https://mr-coupler.github.io/;https://doi.org/10.5281/zenodo.19438045,Verified implementation or experimental code,2026-09-22
U134,2026,Can Old Tests Do New Tricks for Resolving SWE Issues?,FSE,A,Python,Test Minimization,,Approach,GPT-4o;Claude 3.7 Sonnet,Other prompting,Prompting Engineering,Program Analysis;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),"SWE-bench Lite300issues
SWE-bench Verified500issues
TDD-bench execution harness only,NOT449TDDdataset","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2510.18270v2,https://github.com/IBM/Issue-Test-Localizer;https://zenodo.org/records/19533431,Verified implementation or experimental code,2026-09-22
U135,2026,CASCADE: Detecting Inconsistencies between Code and Documentation with Automatic Test Generation,FSE,A,Java;C#;Rust,Test Generation,,Approach,GPT-4.1-mini;GPT-4o-mini,Zero-shot,Prompting Engineering,Program Repair;Differential Testing,Precision;Specificity;Recall;F1;Pair-wise Fix Precision;Test Count;Code-documentation Inconsistency Detection;False-positive Count;Reported/Fixed Inconsistency Count,"Author-curated Java code-document consistency benchmark
Current Java/C#/Rust open-source projects","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2604.19400v1,https://github.com/TobiasKiecker/CASCADE,Verified implementation or experimental code,2026-09-22
U136,2026,Synthesizing File-Level Data for Unit Test Generation with Chain-of-Thoughts via Self-Debugging,ASE,A,Python,Test Generation,,Approach;Dataset,Qwen2.5-Coder;DeepSeek-R1-Distill,Fine-tuning (type unspecified);CoT,Model Training;Prompting Engineering,Program Repair;Execution/Coverage Feedback;Mutation Testing,Execution Rate;Pass Rate;Line Coverage;Branch Coverage;Mutation Score;Test Count;Code Coverage,"pymethod2test
Repo-Smith-Test (synthesized)
TestGenEval","Repo-Smith-Test synthesized training corpus, 74,518 tasks (Table 5); filtered ablation 45,598; source counts conflict across sections.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2602.03181v1,https://anonymous.4open.science/r/Repo-smith-EBE5,Verified implementation or experimental code,2026-09-22
U137,2026,Escaping the Self-Repair Trap: Improving Test Oracle Generation via Dual-Context Awareness,ASE,A,Java,Test Oracle Generation,Assertion Oracle Generation,Approach,Qwen3-Coder;GPT-5-mini;GPT-5,Zero-shot,Prompting Engineering,Program Analysis;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),TECO dataset / exact ChatAssert 500-instance evaluation subset,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2608.05917v1,https://zenodo.org/records/21157490,Verified implementation or experimental code,2026-09-22
U140,2026,Documentation vs. Code Patterns: What Drives LLM-Based Exception Oracle Generation?,ASE,A,Java,Test Oracle Generation,Exceptional Oracle Generation,Benchmark;Empirical,CodeBERT;CodeParrot;CodeLlama,Existing-model reuse (no new training or prompting experiment),Existing-model reuse (no new training or prompting experiment),Not coded into the listed integration categories,Not applicable (task does not include Test Generation),"SF110
OE25
OE25dev Single (new developer-written unit-test benchmark)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2608.00884v1,https://doi.org/10.6084/m9.figshare.30110098,Verified implementation or experimental code,2026-09-22
U141,2026,Probe to Generate: Program Variant-Guided Test Augmentation for Repository-Level Repair Benchmarks,ASE,A,Python,Test Augmentation,,Approach;Benchmark,GPT-5-mini,CoT,Prompting Engineering,Program Analysis;Mutation Testing;Differential Testing;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),SWE-bench Verified,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2604.01518v2,https://zenodo.org/records/19247388,Verified implementation or experimental code,2026-09-22
U142,2026,Context Matters: Improving the Practical Reliability of LLM-Based Unit Test Generation,ISSTA,A,Java,Test Generation,,Approach,CodeLlama;Llama 3.1;DeepSeek-Coder;DeepSeek-R1-Distill;Qwen2.5-Coder;Qwen2.5,CoT,Prompting Engineering,Program Analysis;Program Repair,Compile Rate;Pass Rate;Line Coverage;Branch Coverage;Mutation Score;Time;Token Usage;Code Coverage,"183-method proprietary industrial Java benchmark
Defects4J Chart/Math/Lang/Time","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2607.19682v1,https://github.com/CATGen-repository/CATGen,Partial implementation or auxiliary code,2026-09-22
U145,2026,Test vs Mutant: Adversarial LLM Agents for Robust Unit Test Generation,ISSTA,A,Java;Python,Test Generation,,Approach,DeepSeek-V3.2;GPT-OSS;DeepSeek-V3,Few-shot;CoT,Prompting Engineering,Mutation Testing;Program Repair;Execution/Coverage Feedback,Real-bug Detection;Line Coverage;Branch Coverage;Mutation Score;Token Usage;Cost;Time;Code Coverage,"Defects4J 2.1.0 sampled subset
GrowingBugs Dbcp/Beanutils/Fileupload
SWE-Rebench 2026-02","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2602.08146v3,https://github.com/jmueducn/AdverTest,Verified implementation or experimental code,2026-09-22
U146,2026,Uncovering Business Logic Bugs via Semantics-Driven Unit Test Generation,ISSTA,A,Go,Test Generation,,Approach,SeedCode (API version unspecified),Other prompting,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Real-bug Detection;Precision;Recall;F1;False Discovery Proportion;Time,"Four proprietary ByteDance Go projects with PRDs (60 historical high-severity business-logic bugs)
Six additional ByteDance production repositories for one-week CI/CD deployment","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2604.23509v2,https://github.com/chenyangyc/SeGa,Partial implementation or auxiliary code,2026-09-22
U147,2026,Do Coverage and Mutation Scores of LLM-Generated Test Suites Correlate With Their Effectiveness?,ISSTA,A,Java,Test Generation,,Empirical,Gemini 2.5 Pro;Gemini 2.5 Flash;Claude Sonnet 4;Grok 4;Grok 3;GPT-4.1;o4-mini;DeepSeek-V3;DeepSeek-R1;Qwen3-Coder-Plus;Qwen3-Plus,Zero-shot,Prompting Engineering,Program Analysis,Statement Coverage;Branch Coverage;Modified Condition Coverage;Mutation Score;Real-bug Detection;Test Count;Code Coverage,Defects4J3.0 filtered 318 focal methods across17projects,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2607.22880v1,https://github.com/drixs2050/Cov_mut_bug_detect_correlation,Verified implementation or experimental code,2026-09-22
U148,2026,Evaluating and Mitigating the Misguidance Effect of Buggy Code in LLM-Generated Unit Tests,ISSTA,A,Java,Test Generation,,Approach,Gemini 2.5 Pro;Gemini 2.5 Flash;Claude Sonnet 4;Grok 4;Grok 3;GPT-4.1;o4-mini;DeepSeek-V3;DeepSeek-R1;Qwen3-Coder-Plus;Qwen3-Plus,Zero-shot;CoT,Prompting Engineering,Program Analysis;Program Repair;Execution/Coverage Feedback,Misguided Test Rate;Real-bug Detection;False Positive Rate;Compile Rate;Test Count;Line Coverage;Branch Coverage;Sequence Score;Correlation;Rater Agreement;Code Coverage,Defects4J3.0 filtered318methods/233defects/17projects,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2607.22883v1,https://github.com/drixs2050/EvalAndMitigate,Verified implementation or experimental code,2026-09-22
U149,2026,LLMutantKiller: Using Large Language Models to Generate Tests that Kill Mutants,ISSTA,A,JavaScript;TypeScript,Test Augmentation,,Approach,Claude Sonnet 4.6;Devstral;Llama 3.3,Zero-shot,Prompting Engineering,Mutation Testing;Differential Testing;Program Repair;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),13open-sourceNode.js JS/TS projects selected from25LLMorpheus subjects; Table1,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://www.franktip.org/pubs/issta2026.pdf,https://github.com/neu-se/LLMutantKiller___Artifact,Verified implementation or experimental code,2026-09-22
U153,2026,From Greedy Steps to Global Optimization: Learning Sequential Test Suite Generation,ISSTA,A,Python,Test Generation,,Approach,Qwen2.5-Coder;CodeLlama;Llama 3.1;Qwen2.5,RL;Zero-shot;Fine-tuning (type unspecified),Model Training;Prompting Engineering,Program Analysis;Execution/Coverage Feedback,Syntax Rate;Pass Rate;Line Coverage;Branch Coverage;Mutation Score;Buggy-solution Detection;Code Coverage;Coverage-versus-suite-size,"ULT/UnLeakedTestBench real-world Python function-level tasks
LiveCodeBench (task subset after June 2024)","70% of ULT functions used to construct 8,396 filtered training states; GPT-5-mini produces candidates; 30% ULT held out.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2604.01799v2,,Accessible author code not verified,2026-09-22
U154,2026,Generating Project-Specific Test Cases with Requirement Validation Intention,ISSTA,A,Java,Test Generation,,Approach;Benchmark,o1-mini;DeepSeek-V3.2,Other prompting,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback;Knowledge Graph,Compile Rate;Runtime Error Rate;Test Failure Rate;Pass Rate;Mutant-set Similarity;Coverage-set Similarity;CodeBLEU;Reference Availability;Referability,"Custom Dataset-FIX/TEM: 3680 tests from 12 open-source Java projects
LLM-Inferred intention set: 2536 tests
Human-Written intention set: 86 tests, 40 methods, 9 projects and 6 developers",Main approach has no fine-tuning; DA comparison CodeT5 uses two-fold training on study data. Exact split count not separately established.,Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2507.20619v4,https://github.com/code-philia/IntentionTest,Verified implementation or experimental code,2026-09-22
U155,2026,MuMuTestUp: Mutation-based Multi-Agent Test Case Update,ISSTA,A,Java,Test Evolution,,Approach;Benchmark,GPT-4.1;DeepSeek-V3.2,Other prompting,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback;Mutation Testing,Not applicable (task does not include Test Generation),Prbench: 10 public Java/Maven projects drawn from the 59-project TaRBench pool,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2605.19265v1,https://github.com/crazyTang-cloud/MuMuTestUp,Verified implementation or experimental code,2026-09-22
U156,2026,Mutation-Guided Unit Test Generation With a Large Language Model,TSE,A,Java,Test Generation,,Approach,Llama 3.3,Zero-shot,Prompting Engineering,Mutation Testing;Program Repair;Execution/Coverage Feedback,Mutation Score;Line Coverage;Branch Coverage;Time;Output Token Length;Repair Success Rate;Failure-mode Distribution;Code Coverage,"HumanEval-Java filtered104/160
LeetCode-Java100 (50medium/50hard;2GitHubrepositories)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2506.02954v8,https://github.com/Amocy-Wang/MUTGEN,Verified implementation or experimental code,2026-09-22
U157,2026,Less Is More: Failing Test Generation with Large Language Models,TOSEM,A,Python,Test Generation,,Approach,StarCoder2;Llama 3;CodeQwen1.5,Other prompting,Prompting Engineering,Program Analysis;Differential Testing;Fuzzing;Execution/Coverage Feedback,Precision;Recall;False-positive Rate;F1;Failing Test Count,"EvoEval-Difficult (adapted faulty subjects)
ClassEval (FIT4Python-injected faults)
SWE-Bench-Live subset plus newly collected project commits",Not applicable: no task-specific training,MitGen,https://dl.acm.org/doi/full/10.1145/3793675,https://mitgent.github.io/,Code claimed by authors; accessibility unverified,2026-09-22
U158,2026,Automated Unit Test Generation via Chain-of-Thought Prompt and Reinforcement Learning from Coverage Feedback,TOSEM,A,Java,Test Generation,,Approach;Dataset,CodeLlama;CodeBERT;CodeT5;DeepSeek-Coder;StarCoder,PEFT;RL;CoT,Model Training;Prompting Engineering,Execution/Coverage Feedback,CodeBLEU;Syntax Rate;Execution Success Rate;Line Coverage;Branch Coverage;Code Coverage;Real-bug Detection;Time,Defects4J,"CoT-enhanced Methods2Test
Coverage-labelled reward dataset",TestCTRL,https://dl.acm.org/doi/full/10.1145/3745765,https://zenodo.org/records/10390998,Verified implementation or experimental code,2026-09-22
U159,2026,Hallucination to Consensus: Multi-Agent LLMs for End-to-End JUnit Test Generation,TOSEM,A,Java,Test Generation;Test Oracle Generation,Assertion Oracle Generation,Approach,Llama 3.1;DeepSeek-R1-Distill;CodeLlama;Mistral (22B unspecified),Zero-shot;CoT,Prompting Engineering,Program Repair;Execution/Coverage Feedback,Line Coverage;Branch Coverage;Mutation Score;Assertion Pass Rate;Code Coverage,"HumanEvalJava160 independent programs
LeetCodeJava100 (50medium+50hard)
PITest-induced faulty versions (3 per subject)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2506.02943v7,https://github.com/qiqiguana/candor,Verified implementation or experimental code,2026-09-22
U160,2026,Benchmarking LLMs for Unit Test Generation from Real-World Functions,TOSEM,A,Python,Test Generation,,Benchmark;Empirical,CodeLlama;Seed-Coder;DeepSeek-Coder;Gemma 3;Qwen2.5-Coder;Phi-4-mini,Zero-shot,Prompting Engineering,Not coded into the listed integration categories,Pass Rate;Execution Rate;Line Coverage;Branch Coverage;Mutation Score;Code Coverage;Coverage Gain across Queries,"ULT/UnLeakedTestBench (The Stack v2 functions)
PLT/PreLeakedTestBench (superset including ULT)
TestEval
BigCodeBench (coding-ability correlation only)
TestGenEval (complexity comparison only)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://discovery.ucl.ac.uk/id/eprint/10223971/1/3805043.pdf,https://github.com/huangd1999/UnLeakedTestBench,Verified implementation or experimental code,2026-09-22
U162,2026,Fusing LLMs and Genetic Algorithm for High-Quality Unit Test Generation,TOSEM,A,Java,Test Generation,,Approach,DeepSeek-V3;GPT-5-mini,Zero-shot,Prompting Engineering,Program Analysis;Program Repair;SBST Tools;Execution/Coverage Feedback,Generation Success Rate;Assertion Failure Rate;Runtime Error Rate;Pass Rate;Test Count;Line Coverage;Branch Coverage;Method Coverage;Code Coverage;Fitness Score;Assertion Complexity;Mutation Score;Test Strength;Time;Token Usage,"Defects4J v2.0.1: Math_5f, Lang_6f, Collections_25f, Compress_6f, Csv_16f
ChatUniTest projects: Commons-Cli, Commons-Csv, Ecommerce-Microservice, Binance-Connector",Not applicable: no task-specific training,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1145/3819237,,Verified implementation or experimental code,2026-09-22
U163,2026,Retrieval-Augmented Unit Test Suggestion Generation,TOSEM,A,Java,Test Generation,Test Suggestion Generation,Approach;Dataset,CodeT5;DeepSeek-Coder;Qwen2.5-Coder,Fine-tuning (type unspecified);PEFT;Few-shot,Model Training;Prompting Engineering,Information Retrieval,CodeBLEU;Pass Rate;Line Coverage;Branch Coverage;Code Coverage,"ReaTSG test suggestion dataset (Method2Test-derived)
Defects4J: Commons CLI, Commons CSV, Gson, JFreeChart, Commons Lang","55,467 Method2Test-derived focal-method/suggestion pairs, GPT-3.5-turbo oracle construction, repository-level 8:1:1 split; separate multi-test subset 11,724 pairs; downstream tasks derived from same corpus",Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1145/3821423,,Verified implementation or experimental code,2026-09-22
U165,2026,JSTestCraft: Addressing Context Deficits in JavaScript Unit Test Generation via Agentic Multi-Level Contextual Analysis,TOSEM,A,JavaScript,Test Generation,,Approach,DeepSeek-V3,Zero-shot;CoT,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Pass Rate;Statement Coverage;Branch Coverage;Code Coverage;Token Usage;Cost;Real-bug Detection;Developer Acknowledgment;CodeBLEU,Custom 20-repository Node.js benchmark,Not applicable: no task-specific training,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1145/3828725,,Verified implementation or experimental code,2026-09-22
U166,2026,Test smells in LLM-Generated Unit Tests,TOSEM,A,Java,Test Generation; Test Smell Detection,,Empirical,GPT-3.5;GPT-4;Mistral;Mixtral;CodeLlama,Zero-shot;Few-shot;CoT;ToT;GToT,Prompting Engineering,Not coded into the listed integration categories,Test Smells,"B1 LLM4TS: Defects4J / SF110 / CMD
B2 TestBench
Human-written tests: CAT-LM / SF110 / Defects4J
EvoSuite-generated suites","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2410.10628v3,https://github.com/Cwendkuuni/LLMTSDiff,Verified implementation or experimental code,2026-09-22
U167,2025,LLM Based Input Space Partitioning Testing for Library APIs,ICSE,A,Java,Test Generation,,Approach,GPT-3.5,Few-shot;CoT,Prompting Engineering,Program Analysis,Branch Coverage;Valid Input Rate;Exception Count;Real-bug Detection;Time;Failure-mode Distribution;Token Usage;Cost;Code Coverage;Covered-edge Count;Coverage-per-input;Time-per-valid-input,2205 API methods from10 public Java libraries (TableII),"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://zhendong2050.github.io/res/icse25.pdf,https://github.com/FudanSELab/LISP,Verified implementation or experimental code,2026-09-22
U169,2025,NIODebugger: A Novel Approach to Repair Non-Idempotent-Outcome Tests with LLM-Based Agent,ICSE,A,Java,Test Repair,,Approach,GPT-4;GPT-3.5;DeepSeek-Coder;Qwen2.5-Coder,Few-shot,Prompting Engineering,Program Analysis;Program Repair;Information Retrieval;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),"Newly detected172NIOtests across20GitHubprojects
IDoFT149previouslyfixedNIOtests for temperature tuning",Not applicable: no model-weight training;149IDoFTcases used only for temperature selection,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1109/ICSE55347.2025.00226,https://github.com/kaiyaok2/NIOInspector,Verified implementation or experimental code,2026-09-22
U171,2025,Unit Test Update through LLM-Driven Context Collection and Error-Type-Aware Refinement,ASE,A,Java,Test Evolution,,Approach;Benchmark,GPT-4.1;Llama 3.3;DeepSeek-V3,Zero-shot;CoT,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),"Updates4J195co-evolution samples7Java projects
TarBench7103single-hunk test repairs","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2509.24419v1,https://github.com/ZJU-CTAG/TestUpdater,Verified implementation or experimental code,2026-09-22
U172,2025,"Comprehend, Imitate, and then Update: Unleashing the Power of LLMs in Test Suite Evolution",ASE,A,Java,Test Evolution,,Approach,GPT-4o;DeepSeek-V3;Qwen2.5-Coder,Few-shot,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),"Curated248production-test coevolution pairs,157commits15Java repos fromREACCEPT
5100CEPROT pairs for retrieval only","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://cs.nju.edu.cn/yuanyao/static/ase2025.pdf,https://github.com/SoftWiser-group/CommitUp,Verified implementation or experimental code,2026-09-22
U173,2025,Do LLMs Generate Useful Test Oracles? An Empirical Study with an Unbiased Dataset,ASE,A,Java,Test Oracle Generation,Assertion Oracle Generation,Benchmark;Empirical,Qwen2.5;Qwen2.5-Coder;Phi-4-mini;Phi-4;Phi-4-reasoning;Llama 3.3,Zero-shot,Prompting Engineering,Program Analysis,Not applicable (task does not include Test Generation),"13866assertion-oracle datapoints135publicJavaMaven repos created2024-09-01to2025-05-05
Mutation subset79oracles4projects:twilio-java/liqp/nfe/ladybug","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://homes.cs.washington.edu/~mernst/pubs/neurosymbolic-oracles-ase2025.pdf,https://github.com/darthdaver/llm-prompts-empirical-study,Verified implementation or experimental code,2026-09-22
U174,2025,PALM: Synergizing Program Analysis and LLMs to Enhance Rust Unit Test Coverage,ASE,A,Rust,Test Generation,,Approach,GPT-4o-mini,Zero-shot,Prompting Engineering,Program Analysis;Program Repair,Test Count;Compile Rate;Pass Rate;Line Coverage;Branch Coverage;Developer Acceptance;Time;Token Usage;Cost;Code Coverage,"15 Rust crates: base64,bytes,fastrand,hashbrown,http,indexmap,once_cell,qsv,quote,rand,regex,ryu,serde,serde_json,strsim-rs","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/pdf/2506.09002v3,,Accessible author code not verified,2026-09-22
U175,2025,Reflective Unit Test Generation for Precise Type Error Detection with Large Language Models,ASE,A,Python,Test Generation,,Approach;Benchmark,DeepSeek-V3;Qwen3-Coder,CoT;Few-shot,Prompting Engineering,Program Analysis;Program Repair;Execution/Coverage Feedback,Precision;Recall;F1;Accuracy;Real-bug Detection;Time;False-positive Count,"BugsInPy
TypeBugs
Latest versions of kivy, langchain, luigi, pwntools, scipy, scrapy","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2507.02318v2,https://github.com/chenyangyc/RTED,Verified implementation or experimental code,2026-09-22
