dimension,category,study_id
strategy,Fine-tuning (type unspecified),SN007
strategy,Fine-tuning (type unspecified),U043
strategy,Fine-tuning (type unspecified),U051
strategy,Fine-tuning (type unspecified),U070
strategy,Fine-tuning (type unspecified),U081
strategy,Fine-tuning (type unspecified),U090
strategy,Fine-tuning (type unspecified),U091
strategy,Fine-tuning (type unspecified),U093
strategy,Fine-tuning (type unspecified),U095
strategy,Fine-tuning (type unspecified),U096
strategy,Fine-tuning (type unspecified),U098
strategy,Fine-tuning (type unspecified),U104
strategy,Fine-tuning (type unspecified),U106
strategy,Fine-tuning (type unspecified),U109
strategy,Fine-tuning (type unspecified),U118
strategy,Fine-tuning (type unspecified),U136
strategy,Fine-tuning (type unspecified),U153
strategy,Fine-tuning (type unspecified),U163
strategy,Fine-tuning (type unspecified),U182
strategy,Fine-tuning (type unspecified),U201
strategy,PEFT,U053
strategy,PEFT,U054
strategy,PEFT,U061
strategy,PEFT,U065
strategy,PEFT,U070
strategy,PEFT,U078
strategy,PEFT,U080
strategy,PEFT,U100
strategy,PEFT,U104
strategy,PEFT,U105
strategy,PEFT,U108
strategy,PEFT,U158
strategy,PEFT,U163
strategy,PEFT,U197
strategy,PEFT,U225
strategy,PEFT,U229
strategy,PEFT,U233
strategy,RL,SN008
strategy,RL,U009
strategy,RL,U098
strategy,RL,U153
strategy,RL,U158
strategy,RL,U201
strategy,RL,U202
strategy,RL,U229
strategy,Pre-training,U002
strategy,Pre-training,U004
strategy,Pre-training,U011
strategy,Pre-training,U013
strategy,Pre-training,U028
strategy,Pre-training,U063
strategy,Existing-model reuse (no new training or prompting experiment),U040
strategy,Existing-model reuse (no new training or prompting experiment),U087
strategy,Existing-model reuse (no new training or prompting experiment),U089
strategy,Existing-model reuse (no new training or prompting experiment),U140
strategy,GToT,U166
strategy,GToT,U211
strategy,Not reported,U207
strategy,Not reported,U237
strategy,ToT,U166
strategy,ToT,U211
strategy_parent,Prompting Engineering,SN001
strategy_parent,Prompting Engineering,SN002
strategy_parent,Prompting Engineering,SN003
strategy_parent,Prompting Engineering,SN005
strategy_parent,Prompting Engineering,SN006
strategy_parent,Prompting Engineering,SN009
strategy_parent,Prompting Engineering,SN010
strategy_parent,Prompting Engineering,SN011
strategy_parent,Prompting Engineering,SN012
strategy_parent,Prompting Engineering,SN013
strategy_parent,Prompting Engineering,SN014
strategy_parent,Prompting Engineering,SN015
strategy_parent,Prompting Engineering,SN016
strategy_parent,Prompting Engineering,SN017
strategy_parent,Prompting Engineering,U004
strategy_parent,Prompting Engineering,U007
strategy_parent,Prompting Engineering,U009
strategy_parent,Prompting Engineering,U010
strategy_parent,Prompting Engineering,U012
strategy_parent,Prompting Engineering,U014
strategy_parent,Prompting Engineering,U015
strategy_parent,Prompting Engineering,U016
strategy_parent,Prompting Engineering,U017
strategy_parent,Prompting Engineering,U018
strategy_parent,Prompting Engineering,U019
strategy_parent,Prompting Engineering,U020
strategy_parent,Prompting Engineering,U022
strategy_parent,Prompting Engineering,U023
strategy_parent,Prompting Engineering,U025
strategy_parent,Prompting Engineering,U026
strategy_parent,Prompting Engineering,U027
strategy_parent,Prompting Engineering,U030
strategy_parent,Prompting Engineering,U032
strategy_parent,Prompting Engineering,U033
strategy_parent,Prompting Engineering,U034
strategy_parent,Prompting Engineering,U035
strategy_parent,Prompting Engineering,U036
strategy_parent,Prompting Engineering,U038
strategy_parent,Prompting Engineering,U039
strategy_parent,Prompting Engineering,U041
strategy_parent,Prompting Engineering,U042
strategy_parent,Prompting Engineering,U043
strategy_parent,Prompting Engineering,U044
strategy_parent,Prompting Engineering,U045
strategy_parent,Prompting Engineering,U046
strategy_parent,Prompting Engineering,U047
strategy_parent,Prompting Engineering,U048
strategy_parent,Prompting Engineering,U049
strategy_parent,Prompting Engineering,U050
strategy_parent,Prompting Engineering,U052
strategy_parent,Prompting Engineering,U053
strategy_parent,Prompting Engineering,U054
strategy_parent,Prompting Engineering,U055
strategy_parent,Prompting Engineering,U056
strategy_parent,Prompting Engineering,U057
strategy_parent,Prompting Engineering,U058
strategy_parent,Prompting Engineering,U059
strategy_parent,Prompting Engineering,U060
strategy_parent,Prompting Engineering,U061
strategy_parent,Prompting Engineering,U062
strategy_parent,Prompting Engineering,U063
strategy_parent,Prompting Engineering,U064
strategy_parent,Prompting Engineering,U066
strategy_parent,Prompting Engineering,U067
strategy_parent,Prompting Engineering,U068
strategy_parent,Prompting Engineering,U069
strategy_parent,Prompting Engineering,U070
strategy_parent,Prompting Engineering,U071
strategy_parent,Prompting Engineering,U072
strategy_parent,Prompting Engineering,U073
strategy_parent,Prompting Engineering,U074
strategy_parent,Prompting Engineering,U075
strategy_parent,Prompting Engineering,U077
strategy_parent,Prompting Engineering,U079
strategy_parent,Prompting Engineering,U082
strategy_parent,Prompting Engineering,U083
strategy_parent,Prompting Engineering,U084
strategy_parent,Prompting Engineering,U086
strategy_parent,Prompting Engineering,U088
strategy_parent,Prompting Engineering,U090
strategy_parent,Prompting Engineering,U091
strategy_parent,Prompting Engineering,U092
strategy_parent,Prompting Engineering,U093
strategy_parent,Prompting Engineering,U094
strategy_parent,Prompting Engineering,U097
strategy_parent,Prompting Engineering,U098
strategy_parent,Prompting Engineering,U099
strategy_parent,Prompting Engineering,U100
strategy_parent,Prompting Engineering,U101
strategy_parent,Prompting Engineering,U102
strategy_parent,Prompting Engineering,U103
strategy_parent,Prompting Engineering,U105
strategy_parent,Prompting Engineering,U107
strategy_parent,Prompting Engineering,U110
strategy_parent,Prompting Engineering,U111
strategy_parent,Prompting Engineering,U115
strategy_parent,Prompting Engineering,U116
strategy_parent,Prompting Engineering,U117
strategy_parent,Prompting Engineering,U118
strategy_parent,Prompting Engineering,U119
strategy_parent,Prompting Engineering,U120
strategy_parent,Prompting Engineering,U122
strategy_parent,Prompting Engineering,U123
strategy_parent,Prompting Engineering,U124
strategy_parent,Prompting Engineering,U126
strategy_parent,Prompting Engineering,U127
strategy_parent,Prompting Engineering,U128
strategy_parent,Prompting Engineering,U129
strategy_parent,Prompting Engineering,U130
strategy_parent,Prompting Engineering,U131
strategy_parent,Prompting Engineering,U132
strategy_parent,Prompting Engineering,U133
strategy_parent,Prompting Engineering,U134
strategy_parent,Prompting Engineering,U135
strategy_parent,Prompting Engineering,U136
strategy_parent,Prompting Engineering,U137
strategy_parent,Prompting Engineering,U141
strategy_parent,Prompting Engineering,U142
strategy_parent,Prompting Engineering,U145
strategy_parent,Prompting Engineering,U146
strategy_parent,Prompting Engineering,U147
strategy_parent,Prompting Engineering,U148
strategy_parent,Prompting Engineering,U149
strategy_parent,Prompting Engineering,U153
strategy_parent,Prompting Engineering,U154
strategy_parent,Prompting Engineering,U155
strategy_parent,Prompting Engineering,U156
strategy_parent,Prompting Engineering,U157
strategy_parent,Prompting Engineering,U158
strategy_parent,Prompting Engineering,U159
strategy_parent,Prompting Engineering,U160
strategy_parent,Prompting Engineering,U162
strategy_parent,Prompting Engineering,U163
strategy_parent,Prompting Engineering,U165
strategy_parent,Prompting Engineering,U166
strategy_parent,Prompting Engineering,U167
strategy_parent,Prompting Engineering,U169
strategy_parent,Prompting Engineering,U171
strategy_parent,Prompting Engineering,U172
strategy_parent,Prompting Engineering,U173
strategy_parent,Prompting Engineering,U174
strategy_parent,Prompting Engineering,U175
strategy_parent,Prompting Engineering,U176
strategy_parent,Prompting Engineering,U177
strategy_parent,Prompting Engineering,U178
strategy_parent,Prompting Engineering,U179
strategy_parent,Prompting Engineering,U182
strategy_parent,Prompting Engineering,U185
strategy_parent,Prompting Engineering,U188
strategy_parent,Prompting Engineering,U189
strategy_parent,Prompting Engineering,U191
strategy_parent,Prompting Engineering,U192
strategy_parent,Prompting Engineering,U193
strategy_parent,Prompting Engineering,U194
strategy_parent,Prompting Engineering,U195
strategy_parent,Prompting Engineering,U196
strategy_parent,Prompting Engineering,U197
strategy_parent,Prompting Engineering,U198
strategy_parent,Prompting Engineering,U199
strategy_parent,Prompting Engineering,U200
strategy_parent,Prompting Engineering,U201
strategy_parent,Prompting Engineering,U202
strategy_parent,Prompting Engineering,U203
strategy_parent,Prompting Engineering,U204
strategy_parent,Prompting Engineering,U205
strategy_parent,Prompting Engineering,U206
strategy_parent,Prompting Engineering,U208
strategy_parent,Prompting Engineering,U209
strategy_parent,Prompting Engineering,U210
strategy_parent,Prompting Engineering,U211
strategy_parent,Prompting Engineering,U212
strategy_parent,Prompting Engineering,U213
strategy_parent,Prompting Engineering,U214
strategy_parent,Prompting Engineering,U215
strategy_parent,Prompting Engineering,U216
strategy_parent,Prompting Engineering,U217
strategy_parent,Prompting Engineering,U219
strategy_parent,Prompting Engineering,U220
strategy_parent,Prompting Engineering,U221
strategy_parent,Prompting Engineering,U222
strategy_parent,Prompting Engineering,U223
strategy_parent,Prompting Engineering,U224
strategy_parent,Prompting Engineering,U226
strategy_parent,Prompting Engineering,U227
strategy_parent,Prompting Engineering,U229
strategy_parent,Prompting Engineering,U230
strategy_parent,Prompting Engineering,U231
strategy_parent,Prompting Engineering,U232
strategy_parent,Prompting Engineering,U233
strategy_parent,Prompting Engineering,U234
strategy_parent,Prompting Engineering,U235
strategy_parent,Prompting Engineering,U236
strategy_parent,Prompting Engineering,U238
strategy_parent,Prompting Engineering,U239
strategy_parent,Model Training,SN004
strategy_parent,Model Training,SN007
strategy_parent,Model Training,SN008
strategy_parent,Model Training,U002
strategy_parent,Model Training,U004
strategy_parent,Model Training,U005
strategy_parent,Model Training,U006
strategy_parent,Model Training,U008
strategy_parent,Model Training,U009
strategy_parent,Model Training,U011
strategy_parent,Model Training,U013
strategy_parent,Model Training,U024
strategy_parent,Model Training,U028
strategy_parent,Model Training,U029
strategy_parent,Model Training,U035
strategy_parent,Model Training,U043
strategy_parent,Model Training,U051
strategy_parent,Model Training,U053
strategy_parent,Model Training,U054
strategy_parent,Model Training,U061
strategy_parent,Model Training,U063
strategy_parent,Model Training,U065
strategy_parent,Model Training,U070
strategy_parent,Model Training,U078
strategy_parent,Model Training,U080
strategy_parent,Model Training,U081
strategy_parent,Model Training,U088
strategy_parent,Model Training,U090
strategy_parent,Model Training,U091
strategy_parent,Model Training,U093
strategy_parent,Model Training,U095
strategy_parent,Model Training,U096
strategy_parent,Model Training,U098
strategy_parent,Model Training,U100
strategy_parent,Model Training,U104
strategy_parent,Model Training,U105
strategy_parent,Model Training,U106
strategy_parent,Model Training,U108
strategy_parent,Model Training,U109
strategy_parent,Model Training,U118
strategy_parent,Model Training,U125
strategy_parent,Model Training,U136
strategy_parent,Model Training,U153
strategy_parent,Model Training,U158
strategy_parent,Model Training,U163
strategy_parent,Model Training,U180
strategy_parent,Model Training,U181
strategy_parent,Model Training,U182
strategy_parent,Model Training,U188
strategy_parent,Model Training,U190
strategy_parent,Model Training,U197
strategy_parent,Model Training,U201
strategy_parent,Model Training,U202
strategy_parent,Model Training,U225
strategy_parent,Model Training,U229
strategy_parent,Model Training,U233
strategy_parent,Existing-model reuse (no new training or prompting experiment),U040
strategy_parent,Existing-model reuse (no new training or prompting experiment),U087
strategy_parent,Existing-model reuse (no new training or prompting experiment),U089
strategy_parent,Existing-model reuse (no new training or prompting experiment),U140
strategy_parent,Not reported,U207
strategy_parent,Not reported,U237
integrated_technique,Program Analysis,SN001
integrated_technique,Program Analysis,SN002
integrated_technique,Program Analysis,SN006
integrated_technique,Program Analysis,SN014
integrated_technique,Program Analysis,SN015
integrated_technique,Program Analysis,SN016
integrated_technique,Program Analysis,U002
integrated_technique,Program Analysis,U004
integrated_technique,Program Analysis,U005
integrated_technique,Program Analysis,U006
integrated_technique,Program Analysis,U008
integrated_technique,Program Analysis,U009
integrated_technique,Program Analysis,U014
integrated_technique,Program Analysis,U015
integrated_technique,Program Analysis,U016
integrated_technique,Program Analysis,U017
integrated_technique,Program Analysis,U019
integrated_technique,Program Analysis,U020
integrated_technique,Program Analysis,U024
integrated_technique,Program Analysis,U025
integrated_technique,Program Analysis,U026
integrated_technique,Program Analysis,U028
integrated_technique,Program Analysis,U029
integrated_technique,Program Analysis,U030
integrated_technique,Program Analysis,U032
integrated_technique,Program Analysis,U033
integrated_technique,Program Analysis,U034
integrated_technique,Program Analysis,U036
integrated_technique,Program Analysis,U038
integrated_technique,Program Analysis,U039
integrated_technique,Program Analysis,U040
integrated_technique,Program Analysis,U041
integrated_technique,Program Analysis,U042
integrated_technique,Program Analysis,U043
integrated_technique,Program Analysis,U045
integrated_technique,Program Analysis,U047
integrated_technique,Program Analysis,U049
integrated_technique,Program Analysis,U050
integrated_technique,Program Analysis,U053
integrated_technique,Program Analysis,U054
integrated_technique,Program Analysis,U055
integrated_technique,Program Analysis,U058
integrated_technique,Program Analysis,U059
integrated_technique,Program Analysis,U061
integrated_technique,Program Analysis,U062
integrated_technique,Program Analysis,U063
integrated_technique,Program Analysis,U064
integrated_technique,Program Analysis,U066
integrated_technique,Program Analysis,U071
integrated_technique,Program Analysis,U074
integrated_technique,Program Analysis,U075
integrated_technique,Program Analysis,U077
integrated_technique,Program Analysis,U079
integrated_technique,Program Analysis,U080
integrated_technique,Program Analysis,U081
integrated_technique,Program Analysis,U086
integrated_technique,Program Analysis,U089
integrated_technique,Program Analysis,U092
integrated_technique,Program Analysis,U093
integrated_technique,Program Analysis,U094
integrated_technique,Program Analysis,U095
integrated_technique,Program Analysis,U097
integrated_technique,Program Analysis,U098
integrated_technique,Program Analysis,U100
integrated_technique,Program Analysis,U104
integrated_technique,Program Analysis,U105
integrated_technique,Program Analysis,U106
integrated_technique,Program Analysis,U110
integrated_technique,Program Analysis,U115
integrated_technique,Program Analysis,U116
integrated_technique,Program Analysis,U117
integrated_technique,Program Analysis,U118
integrated_technique,Program Analysis,U119
integrated_technique,Program Analysis,U120
integrated_technique,Program Analysis,U122
integrated_technique,Program Analysis,U123
integrated_technique,Program Analysis,U124
integrated_technique,Program Analysis,U125
integrated_technique,Program Analysis,U126
integrated_technique,Program Analysis,U127
integrated_technique,Program Analysis,U128
integrated_technique,Program Analysis,U129
integrated_technique,Program Analysis,U130
integrated_technique,Program Analysis,U131
integrated_technique,Program Analysis,U132
integrated_technique,Program Analysis,U133
integrated_technique,Program Analysis,U134
integrated_technique,Program Analysis,U137
integrated_technique,Program Analysis,U141
integrated_technique,Program Analysis,U142
integrated_technique,Program Analysis,U146
integrated_technique,Program Analysis,U147
integrated_technique,Program Analysis,U148
integrated_technique,Program Analysis,U153
integrated_technique,Program Analysis,U154
integrated_technique,Program Analysis,U155
integrated_technique,Program Analysis,U157
integrated_technique,Program Analysis,U162
integrated_technique,Program Analysis,U165
integrated_technique,Program Analysis,U167
integrated_technique,Program Analysis,U169
integrated_technique,Program Analysis,U171
integrated_technique,Program Analysis,U172
integrated_technique,Program Analysis,U173
integrated_technique,Program Analysis,U174
integrated_technique,Program Analysis,U175
integrated_technique,Program Analysis,U176
integrated_technique,Program Analysis,U177
integrated_technique,Program Analysis,U178
integrated_technique,Program Analysis,U179
integrated_technique,Program Analysis,U180
integrated_technique,Program Analysis,U181
integrated_technique,Program Analysis,U182
integrated_technique,Program Analysis,U185
integrated_technique,Program Analysis,U188
integrated_technique,Program Analysis,U189
integrated_technique,Program Analysis,U190
integrated_technique,Program Analysis,U192
integrated_technique,Program Analysis,U194
integrated_technique,Program Analysis,U195
integrated_technique,Program Analysis,U198
integrated_technique,Program Analysis,U200
integrated_technique,Program Analysis,U204
integrated_technique,Program Analysis,U205
integrated_technique,Program Analysis,U209
integrated_technique,Program Analysis,U210
integrated_technique,Program Analysis,U212
integrated_technique,Program Analysis,U214
integrated_technique,Program Analysis,U217
integrated_technique,Program Analysis,U219
integrated_technique,Program Analysis,U221
integrated_technique,Program Analysis,U222
integrated_technique,Program Analysis,U223
integrated_technique,Program Analysis,U226
integrated_technique,Program Analysis,U227
integrated_technique,Program Analysis,U231
integrated_technique,Program Analysis,U232
integrated_technique,Program Analysis,U236
integrated_technique,Program Repair,SN002
integrated_technique,Program Repair,SN005
integrated_technique,Program Repair,SN010
integrated_technique,Program Repair,SN011
integrated_technique,Program Repair,SN012
integrated_technique,Program Repair,SN015
integrated_technique,Program Repair,SN016
integrated_technique,Program Repair,U002
integrated_technique,Program Repair,U010
integrated_technique,Program Repair,U013
integrated_technique,Program Repair,U014
integrated_technique,Program Repair,U015
integrated_technique,Program Repair,U016
integrated_technique,Program Repair,U019
integrated_technique,Program Repair,U020
integrated_technique,Program Repair,U022
integrated_technique,Program Repair,U024
integrated_technique,Program Repair,U025
integrated_technique,Program Repair,U026
integrated_technique,Program Repair,U032
integrated_technique,Program Repair,U033
integrated_technique,Program Repair,U034
integrated_technique,Program Repair,U036
integrated_technique,Program Repair,U038
integrated_technique,Program Repair,U041
integrated_technique,Program Repair,U042
integrated_technique,Program Repair,U043
integrated_technique,Program Repair,U045
integrated_technique,Program Repair,U047
integrated_technique,Program Repair,U050
integrated_technique,Program Repair,U051
integrated_technique,Program Repair,U053
integrated_technique,Program Repair,U054
integrated_technique,Program Repair,U055
integrated_technique,Program Repair,U057
integrated_technique,Program Repair,U059
integrated_technique,Program Repair,U063
integrated_technique,Program Repair,U065
integrated_technique,Program Repair,U066
integrated_technique,Program Repair,U073
integrated_technique,Program Repair,U074
integrated_technique,Program Repair,U077
integrated_technique,Program Repair,U086
integrated_technique,Program Repair,U091
integrated_technique,Program Repair,U092
integrated_technique,Program Repair,U097
integrated_technique,Program Repair,U111
integrated_technique,Program Repair,U115
integrated_technique,Program Repair,U116
integrated_technique,Program Repair,U117
integrated_technique,Program Repair,U118
integrated_technique,Program Repair,U119
integrated_technique,Program Repair,U120
integrated_technique,Program Repair,U122
integrated_technique,Program Repair,U123
integrated_technique,Program Repair,U124
integrated_technique,Program Repair,U126
integrated_technique,Program Repair,U128
integrated_technique,Program Repair,U129
integrated_technique,Program Repair,U130
integrated_technique,Program Repair,U131
integrated_technique,Program Repair,U132
integrated_technique,Program Repair,U133
integrated_technique,Program Repair,U135
integrated_technique,Program Repair,U136
integrated_technique,Program Repair,U142
integrated_technique,Program Repair,U145
integrated_technique,Program Repair,U146
integrated_technique,Program Repair,U148
integrated_technique,Program Repair,U149
integrated_technique,Program Repair,U154
integrated_technique,Program Repair,U155
integrated_technique,Program Repair,U156
integrated_technique,Program Repair,U159
integrated_technique,Program Repair,U162
integrated_technique,Program Repair,U165
integrated_technique,Program Repair,U169
integrated_technique,Program Repair,U171
integrated_technique,Program Repair,U172
integrated_technique,Program Repair,U174
integrated_technique,Program Repair,U175
integrated_technique,Program Repair,U176
integrated_technique,Program Repair,U179
integrated_technique,Program Repair,U189
integrated_technique,Program Repair,U190
integrated_technique,Program Repair,U191
integrated_technique,Program Repair,U193
integrated_technique,Program Repair,U195
integrated_technique,Program Repair,U199
integrated_technique,Program Repair,U200
integrated_technique,Program Repair,U203
integrated_technique,Program Repair,U204
integrated_technique,Program Repair,U206
integrated_technique,Program Repair,U209
integrated_technique,Program Repair,U210
integrated_technique,Program Repair,U212
integrated_technique,Program Repair,U214
integrated_technique,Program Repair,U216
integrated_technique,Program Repair,U219
integrated_technique,Program Repair,U222
integrated_technique,Program Repair,U227
integrated_technique,Program Repair,U234
integrated_technique,Program Repair,U235
integrated_technique,Execution/Coverage Feedback,SN002
integrated_technique,Execution/Coverage Feedback,SN005
integrated_technique,Execution/Coverage Feedback,SN008
integrated_technique,Execution/Coverage Feedback,SN010
integrated_technique,Execution/Coverage Feedback,SN011
integrated_technique,Execution/Coverage Feedback,SN012
integrated_technique,Execution/Coverage Feedback,SN014
integrated_technique,Execution/Coverage Feedback,SN015
integrated_technique,Execution/Coverage Feedback,SN016
integrated_technique,Execution/Coverage Feedback,U012
integrated_technique,Execution/Coverage Feedback,U014
integrated_technique,Execution/Coverage Feedback,U016
integrated_technique,Execution/Coverage Feedback,U017
integrated_technique,Execution/Coverage Feedback,U020
integrated_technique,Execution/Coverage Feedback,U022
integrated_technique,Execution/Coverage Feedback,U023
integrated_technique,Execution/Coverage Feedback,U025
integrated_technique,Execution/Coverage Feedback,U026
integrated_technique,Execution/Coverage Feedback,U034
integrated_technique,Execution/Coverage Feedback,U036
integrated_technique,Execution/Coverage Feedback,U038
integrated_technique,Execution/Coverage Feedback,U039
integrated_technique,Execution/Coverage Feedback,U042
integrated_technique,Execution/Coverage Feedback,U049
integrated_technique,Execution/Coverage Feedback,U054
integrated_technique,Execution/Coverage Feedback,U055
integrated_technique,Execution/Coverage Feedback,U056
integrated_technique,Execution/Coverage Feedback,U058
integrated_technique,Execution/Coverage Feedback,U069
integrated_technique,Execution/Coverage Feedback,U072
integrated_technique,Execution/Coverage Feedback,U074
integrated_technique,Execution/Coverage Feedback,U091
integrated_technique,Execution/Coverage Feedback,U094
integrated_technique,Execution/Coverage Feedback,U098
integrated_technique,Execution/Coverage Feedback,U102
integrated_technique,Execution/Coverage Feedback,U103
integrated_technique,Execution/Coverage Feedback,U105
integrated_technique,Execution/Coverage Feedback,U110
integrated_technique,Execution/Coverage Feedback,U111
integrated_technique,Execution/Coverage Feedback,U115
integrated_technique,Execution/Coverage Feedback,U116
integrated_technique,Execution/Coverage Feedback,U117
integrated_technique,Execution/Coverage Feedback,U118
integrated_technique,Execution/Coverage Feedback,U119
integrated_technique,Execution/Coverage Feedback,U120
integrated_technique,Execution/Coverage Feedback,U123
integrated_technique,Execution/Coverage Feedback,U124
integrated_technique,Execution/Coverage Feedback,U126
integrated_technique,Execution/Coverage Feedback,U128
integrated_technique,Execution/Coverage Feedback,U129
integrated_technique,Execution/Coverage Feedback,U131
integrated_technique,Execution/Coverage Feedback,U133
integrated_technique,Execution/Coverage Feedback,U134
integrated_technique,Execution/Coverage Feedback,U136
integrated_technique,Execution/Coverage Feedback,U137
integrated_technique,Execution/Coverage Feedback,U141
integrated_technique,Execution/Coverage Feedback,U145
integrated_technique,Execution/Coverage Feedback,U146
integrated_technique,Execution/Coverage Feedback,U148
integrated_technique,Execution/Coverage Feedback,U149
integrated_technique,Execution/Coverage Feedback,U153
integrated_technique,Execution/Coverage Feedback,U154
integrated_technique,Execution/Coverage Feedback,U155
integrated_technique,Execution/Coverage Feedback,U156
integrated_technique,Execution/Coverage Feedback,U157
integrated_technique,Execution/Coverage Feedback,U158
integrated_technique,Execution/Coverage Feedback,U159
integrated_technique,Execution/Coverage Feedback,U162
integrated_technique,Execution/Coverage Feedback,U165
integrated_technique,Execution/Coverage Feedback,U169
integrated_technique,Execution/Coverage Feedback,U171
integrated_technique,Execution/Coverage Feedback,U172
integrated_technique,Execution/Coverage Feedback,U175
integrated_technique,Execution/Coverage Feedback,U176
integrated_technique,Execution/Coverage Feedback,U178
integrated_technique,Execution/Coverage Feedback,U179
integrated_technique,Execution/Coverage Feedback,U189
integrated_technique,Execution/Coverage Feedback,U191
integrated_technique,Execution/Coverage Feedback,U193
integrated_technique,Execution/Coverage Feedback,U194
integrated_technique,Execution/Coverage Feedback,U195
integrated_technique,Execution/Coverage Feedback,U199
integrated_technique,Execution/Coverage Feedback,U200
integrated_technique,Execution/Coverage Feedback,U201
integrated_technique,Execution/Coverage Feedback,U202
integrated_technique,Execution/Coverage Feedback,U203
integrated_technique,Execution/Coverage Feedback,U204
integrated_technique,Execution/Coverage Feedback,U209
integrated_technique,Execution/Coverage Feedback,U210
integrated_technique,Execution/Coverage Feedback,U212
integrated_technique,Execution/Coverage Feedback,U213
integrated_technique,Execution/Coverage Feedback,U214
integrated_technique,Execution/Coverage Feedback,U216
integrated_technique,Execution/Coverage Feedback,U219
integrated_technique,Execution/Coverage Feedback,U221
integrated_technique,Execution/Coverage Feedback,U222
integrated_technique,Execution/Coverage Feedback,U223
integrated_technique,Execution/Coverage Feedback,U226
integrated_technique,Execution/Coverage Feedback,U227
integrated_technique,Execution/Coverage Feedback,U229
integrated_technique,Execution/Coverage Feedback,U233
integrated_technique,Execution/Coverage Feedback,U234
integrated_technique,Information Retrieval,SN001
integrated_technique,Information Retrieval,SN003
integrated_technique,Information Retrieval,SN012
integrated_technique,Information Retrieval,SN015
integrated_technique,Information Retrieval,U008
integrated_technique,Information Retrieval,U015
integrated_technique,Information Retrieval,U016
integrated_technique,Information Retrieval,U019
integrated_technique,Information Retrieval,U020
integrated_technique,Information Retrieval,U025
integrated_technique,Information Retrieval,U026
integrated_technique,Information Retrieval,U027
integrated_technique,Information Retrieval,U029
integrated_technique,Information Retrieval,U030
integrated_technique,Information Retrieval,U033
integrated_technique,Information Retrieval,U046
integrated_technique,Information Retrieval,U051
integrated_technique,Information Retrieval,U066
integrated_technique,Information Retrieval,U070
integrated_technique,Information Retrieval,U074
integrated_technique,Information Retrieval,U086
integrated_technique,Information Retrieval,U092
integrated_technique,Information Retrieval,U097
integrated_technique,Information Retrieval,U100
integrated_technique,Information Retrieval,U105
integrated_technique,Information Retrieval,U108
integrated_technique,Information Retrieval,U109
integrated_technique,Information Retrieval,U111
integrated_technique,Information Retrieval,U116
integrated_technique,Information Retrieval,U117
integrated_technique,Information Retrieval,U118
integrated_technique,Information Retrieval,U119
integrated_technique,Information Retrieval,U120
integrated_technique,Information Retrieval,U122
integrated_technique,Information Retrieval,U123
integrated_technique,Information Retrieval,U124
integrated_technique,Information Retrieval,U126
integrated_technique,Information Retrieval,U127
integrated_technique,Information Retrieval,U128
integrated_technique,Information Retrieval,U129
integrated_technique,Information Retrieval,U130
integrated_technique,Information Retrieval,U131
integrated_technique,Information Retrieval,U132
integrated_technique,Information Retrieval,U133
integrated_technique,Information Retrieval,U146
integrated_technique,Information Retrieval,U154
integrated_technique,Information Retrieval,U155
integrated_technique,Information Retrieval,U163
integrated_technique,Information Retrieval,U165
integrated_technique,Information Retrieval,U169
integrated_technique,Information Retrieval,U171
integrated_technique,Information Retrieval,U172
integrated_technique,Information Retrieval,U176
integrated_technique,Information Retrieval,U178
integrated_technique,Information Retrieval,U179
integrated_technique,Information Retrieval,U181
integrated_technique,Information Retrieval,U185
integrated_technique,Information Retrieval,U192
integrated_technique,Information Retrieval,U193
integrated_technique,Information Retrieval,U204
integrated_technique,Information Retrieval,U210
integrated_technique,Information Retrieval,U212
integrated_technique,Information Retrieval,U215
integrated_technique,Information Retrieval,U216
integrated_technique,Information Retrieval,U222
integrated_technique,Information Retrieval,U223
integrated_technique,Information Retrieval,U226
integrated_technique,Information Retrieval,U232
integrated_technique,Information Retrieval,U234
integrated_technique,Information Retrieval,U236
integrated_technique,Not coded into the listed integration categories,SN004
integrated_technique,Not coded into the listed integration categories,SN007
integrated_technique,Not coded into the listed integration categories,SN009
integrated_technique,Not coded into the listed integration categories,SN013
integrated_technique,Not coded into the listed integration categories,SN017
integrated_technique,Not coded into the listed integration categories,U007
integrated_technique,Not coded into the listed integration categories,U035
integrated_technique,Not coded into the listed integration categories,U044
integrated_technique,Not coded into the listed integration categories,U048
integrated_technique,Not coded into the listed integration categories,U052
integrated_technique,Not coded into the listed integration categories,U068
integrated_technique,Not coded into the listed integration categories,U078
integrated_technique,Not coded into the listed integration categories,U082
integrated_technique,Not coded into the listed integration categories,U084
integrated_technique,Not coded into the listed integration categories,U088
integrated_technique,Not coded into the listed integration categories,U090
integrated_technique,Not coded into the listed integration categories,U099
integrated_technique,Not coded into the listed integration categories,U101
integrated_technique,Not coded into the listed integration categories,U107
integrated_technique,Not coded into the listed integration categories,U140
integrated_technique,Not coded into the listed integration categories,U160
integrated_technique,Not coded into the listed integration categories,U166
integrated_technique,Not coded into the listed integration categories,U196
integrated_technique,Not coded into the listed integration categories,U207
integrated_technique,Not coded into the listed integration categories,U208
integrated_technique,Not coded into the listed integration categories,U211
integrated_technique,Not coded into the listed integration categories,U220
integrated_technique,Not coded into the listed integration categories,U224
integrated_technique,Not coded into the listed integration categories,U230
integrated_technique,Not coded into the listed integration categories,U237
